id,label,fullname,tong,lt,th,khoi,group,type,clo,content,plo,level
C026,THSL,Thực hành Sinh lý,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO3,Thực hiện thuần thục đo và đánh giá được huyết áp trên người mẫu bằng huyết áp kế đồng hồ,PLO5,R
C027,GPB,Giải phẫu bệnh ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Trình bày nguyên tắc định danh và phân loại u theo danh pháp quốc tế,PLO4,I
C027,GPB,Giải phẫu bệnh ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO2,Mô tả các đặc điểm đại thể và vi thể chính của những tổn thương thường gặp,PLO4,I
C027,GPB,Giải phẫu bệnh ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO3,Giải thích được mối liên quan giữa đặc điểm đại thể và vi thể tổn thương và cơ chế bệnh sinh của một số bệnh lý,PLO4,R
C028,SLB,Sinh lý bệnh – Miễn dịch ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Giải thích được cơ chế bệnh sinh  của các quá trình bệnh lý thường gặp của các hệ cơ quan,PLO4,R
C028,SLB,Sinh lý bệnh – Miễn dịch ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO2,Giải thích một số bệnh lý do bất thường của hệ thống miễn dịch,PLO4,R
C029,CDHA,Chẩn đoán hình ảnh ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Trình bày được sơ lược về chuyên ngành chẩn đoán hình ảnh,PLO5,I
C029,CDHA,Chẩn đoán hình ảnh ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO2,"Trình bày được nguyên lý tạo ảnh và ứng dụng lâm sàng của phương pháp chụp XQ, siêu âm, CCLVT, CHT, y học hạt nhân",PLO5,I
C030,THCDHA,Thực hành Chẩn đoán hình ảnh ,2,0,2,Tây y,Cơ sở ngành,Clinical Methods,CLO1,"Chỉ định đúng các cận lâm sàng X quang, siêu âm, CCLVT, CHT, Y học hạt nhân trong hỗ trợ chẩn đoán lâm sàng",PLO5,R
C030,THCDHA,Thực hành Chẩn đoán hình ảnh ,2,0,2,Tây y,Cơ sở ngành,Clinical Methods,CLO2,"Phân tích được các bước đọc XQ cơ bản về tim phổi (thẳng, nghiêng), XQ xoang, XQ cột sống cổ, cột sống thắt lưng, XQ khớp vai, khớp gối, khớp háng.",PLO5,R
C030,THCDHA,Thực hành Chẩn đoán hình ảnh ,2,0,2,Tây y,Cơ sở ngành,Clinical Methods,CLO3,"Chẩn đoán được một số bệnh thường gặp trên XQ ngực, XQ xoang, XQ cột sống cổ, cột sống thắt lưng, XQ khớp vai, khớp gối, khớp háng.",PLO5,R
C030,THCDHA,Thực hành Chẩn đoán hình ảnh ,2,0,2,Tây y,Cơ sở ngành,Clinical Methods,CLO4,Nhận diện được các tạng trên siêu âm bụng tổng quát.,PLO5,R
C030,THCDHA,Thực hành Chẩn đoán hình ảnh ,2,0,2,Tây y,Cơ sở ngành,Clinical Methods,CLO5,Hợp tác làm việc nhóm,PLO2,I
C031,LLCB,Lý luận cơ bản YHCT  ,3,3,0,Đông y,Cơ sở ngành,Clinical Methods,CLO1,Trình bày được đặc điểm nổi bật của lịch sử YHCT Việt Nam và các nền YHCT lớn trên thế giới,PLO4,R
C031,LLCB,Lý luận cơ bản YHCT  ,3,3,0,Đông y,Cơ sở ngành,Clinical Methods,CLO2,"Giải thích được cơ sở lý luận một số vấn đề cơ bản trong YHCT bằng các học thuyết âm dương, ngũ hành, thiên nhân hợp nhất, học thuyết kinh lạc, lý luận về hình thể và các quan khiếu",PLO4,R
C031,LLCB,Lý luận cơ bản YHCT  ,3,3,0,Đông y,Cơ sở ngành,Clinical Methods,CLO3,Ứng dụng được học thuyết tạng tượng trong giải thích cơ sở lý luận các vấn đề sức khỏe thường gặp,PLO4,M
C031,LLCB,Lý luận cơ bản YHCT  ,3,3,0,Đông y,Cơ sở ngành,Clinical Methods,CLO4,"Trình bày được nguồn gốc và chức năng của tinh, khí, thần, tân dịch, huyết",PLO4,R
C031,LLCB,Lý luận cơ bản YHCT  ,3,3,0,Đông y,Cơ sở ngành,Clinical Methods,CLO5,"Trình bày được đặc điểm các nguyên nhân gây bệnh YHCT, cách phân loại theo Bát Cương, Bát Pháp",PLO4,R
C032,TVD,Thực vật dược ,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO1,"Giải thích được đặc điểm hình thái thực vật, cấu tạo, các cơ quan dinh 
dưỡng và sinh sản của thực vật bậc cao",PLO4,R
C032,TVD,Thực vật dược ,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO2,Giải thích được đặc điểm của 30 họ cây thuốc thường sử dụng trong y học cổ truyền,PLO4,R
C033,THTVD,Thực hành Thực vật dược,1,0,1,Đông y,Cơ sở ngành,Clinical Methods,CLO1,"Thực hiện phân tích được đặc điểm hình thái thực vật, cấu tạo, các cơ quan dinh dưỡng và sinh sản của thực vật bậc cao",PLO4,I
C033,THTVD,Thực hành Thực vật dược,1,0,1,Đông y,Cơ sở ngành,Clinical Methods,CLO2,Thực hiện phân tích được đặc điểm của 11 họ thực vật đại diện.,PLO4,I
C033,THTVD,Thực hành Thực vật dược,1,0,1,Đông y,Cơ sở ngành,Clinical Methods,CLO3,Thực hiện tra cứu đúng họ thực vật cây thuốc.,PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO1,"Giải thích được các khái niệm Dịch liên quan các học thuyết cơ bản YHCT (âm dương, ngũ hành, tạng tượng, 8 quẻ đơn, 16 quẻ kép, Hà Đồ, Lạc Thư) để giải quyết một số vấn đề trong YHCT",PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO2,Trình bày được các khái niệm Dịch liên quan sinh lý và bệnh lý theo YHCT (bát pháp) trong kê đơn thuốc YHCT.,PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO3,"Giải thích được các khái niệm Dịch liên quan Tinh – Khí – Thần, các học thuyết cơ bản YHCT trong việc chỉ định, thực hiện Châm cứu, xoa bóp bấm huyệt, đánh gió, giác hơi.",PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO4,Trình bày được các khái niệm Dịch liên quan sinh lý và bệnh lý theo YHCT (bát pháp) trong kê đơn thuốc YHCT.,PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO5,"Giải thích được các khái niệm Dịch liên quan Tinh – Khí – Thần, các học thuyết cơ bản YHCT trong việc chỉ định, thực hiện Châm cứu, xoa bóp bấm huyệt, đánh gió, giác hơi.",PLO4,I
C034,Dịch,Y dịch,1,1,0,Đông y,Cơ sở ngành,Clinical Methods,CLO6,Trình bày được kiến thức liên quan đến Y dịch khi tham gia các nghiên cứu khoa học trong lĩnh vực YHCT và/ hoặc YHCT kết hợp YHHĐ.,PLO2,I
C035,DL,Dược lý ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Phân tích được các nguyên tắc điều trị của các nhóm thuốc thường dùng,PLO6,R
C035,DL,Dược lý ,2,2,0,Tây y,Cơ sở ngành,Clinical Methods,CLO2,Vận dụng được các kiến thức y sinh để giải thích cơ chế tác dụng của các nhóm thuốc thường dùng,PLO4,R
C036,THDL,Thực hành Dược lý  ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Phân tích được một số kỹ thuật cơ bản trong nghiên cứu dược lý,PLO2,R
C036,THDL,Thực hành Dược lý  ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO2,Viết được một báo cáo dược lý đúng quy định,PLO2,R
C036,THDL,Thực hành Dược lý  ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO3,Hiểu được đặc điểm của các nhóm thuốc thường dùng.,PLO6,R
C037,ĐDCB,Điều dưỡng cơ bản ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO1,"Trình bày được vai trò, trách nhiệm và vị trí của người điều dưỡng trong hệ thống chăm sóc sức khỏe.",PLO1,I
C037,ĐDCB,Điều dưỡng cơ bản ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO2,Trình bày được nhu cầu cơ bản của con người và gia đình của họ,PLO8,I
C037,ĐDCB,Điều dưỡng cơ bản ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO3,Giải thích được các mục đích và nguyên tắc áp dụng các kỹ thuật điều dưỡng cơ sở để kiểm soát nhiễm khuẩn,PLO4,R
C037,ĐDCB,Điều dưỡng cơ bản ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO4,"Trình bày cách phòng ngừa tai biến, biến chứng và cách xử trí trong, và sau quá trình thực hiện các kỹ thuật điều dưỡng cơ sở trên người bệnh",PLO7,I
C037,ĐDCB,Điều dưỡng cơ bản ,1,1,0,Tây y,Cơ sở ngành,Clinical Methods,CLO5,Phân tích các nguyên tắc giữ an toàn cho người bệnh trong việc dùng thuốc,PLO7,R
C038,THĐDCB,Thực hành Điều dưỡng cơ bản ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO1,Áp dụng các quy định về kiểm soát nhiễm khuẩn trong thực hành chăm sóc người bệnh ,PLO7,R
C038,THĐDCB,Thực hành Điều dưỡng cơ bản ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO2,"Giao tiếp hiệu quả với người bệnh thể hiện qua lời nói, cử chỉ động viên khuyến khích người bệnh an tâm hợp tác trong quá trình thực hiện kỹ thuật",PLO1,R
C038,THĐDCB,Thực hành Điều dưỡng cơ bản ,1,0,1,Tây y,Cơ sở ngành,Clinical Methods,CLO3,"Thực hiện các kỹ thuật điều dưỡng cơ bản đúng quy trình, an toàn và hiệu quả ",PLO7,R
C039,CCBĐ,Cấp cứu ban đầu,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,Giải thích được các triệu chứng lâm sàng giúp chẩn đoán các tình trạng cấp cứu thường gặp,PLO5,R
C039,CCBĐ,Cấp cứu ban đầu,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,Phân tích nguyên nhân và cơ chế bệnh sinh của các bệnh cấp cứu ban đầu thường gặp.,PLO4,I
C039,CCBĐ,Cấp cứu ban đầu,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,Giải thích được những bước xử trí cấp cứu ban đầu đối với một số bệnh cấp cứu cơ bản tại phòng cấp cứu và nguyên tắc chuyển viện an toàn cho các trường hợp cần phải chuyển viện của các bệnh cấp cứu thường gặp,PLO7,M
C040,THCCBĐ,Thực hành Cấp cứu ban đầu,2,0,2,Tây y,Ngành,Clinical Methods,CLO1,Đánh giá được các triệu chứng lâm sàng giúp chẩn đoán các tình trạng cấp cứu thường gặp,PLO5,R
C040,THCCBĐ,Thực hành Cấp cứu ban đầu,2,0,2,Tây y,Ngành,Clinical Methods,CLO2,Thực hiện được một số kĩ năng cấp cứu ban đầu thường gặp,PLO7,M
C040,THCCBĐ,Thực hành Cấp cứu ban đầu,2,0,2,Tây y,Ngành,Clinical Methods,CLO3,Thực hiện được những bước xử trí cấp cứu ban đầu đối với một số bệnh cấp cứu cơ bản theo phác đồ của Bộ y tế,PLO8,M
C040,THCCBĐ,Thực hành Cấp cứu ban đầu,2,0,2,Tây y,Ngành,Clinical Methods,CLO4,"Phối hợp hiệu quả trong vấn đề chăm sóc sơ cứu, cấp cứu",PLO9,M
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO1,Trình bày các nguyên tắc của Y Đức trong mối quan hệ Thầy thuốc và bệnh nhân,PLO1,I
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO2,Trình bày được các nguyên tắc cơ bản của hỏi bệnh sử và thăm khám lâm sàng các hệ cơ quan,PLO4,R
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO3,Trình bày được các phần cơ bản của một bệnh án y khoa,PLO4,R
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO4,Giải thích được cơ chế sinh bệnh học và ý nghĩa của các dấu hiệu và triệu chứng bất thường,PLO4,R
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO5,Trình bày được các nguyên tắc cơ bản về giao tiếp trong quan hệ thầy thuốc – người nhân – gia đình người nhân,PLO1,I
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO6,Trình bày được các nguyên tắc thảo luận nhóm,PLO2,I
C041,YHGĐ,Y học gia đình ,2,2,0,Tây y,Ngành,Clinical Methods,CLO6,Thực hiện đúng nội quy viện – trường khi học thực hành lâm sàng tại các cơ sở y tế,PLO1,I
C042,THYHGĐ,Thực hành Y học gia đình ,2,0,2,Tây y,Ngành,Clinical Methods,CLO1,Thực hiện đúng kỹ thuật các bước thăm khám cơ bản của các hệ cơ quan,PLO5,R
C042,THYHGĐ,Thực hành Y học gia đình ,2,0,2,Tây y,Ngành,Clinical Methods,CLO2,Phát hiện được các triệu chứng thực thể bất thường và giải thích được cơ chế sinh bệnh học của chúng,PLO5,R
C042,THYHGĐ,Thực hành Y học gia đình ,2,0,2,Tây y,Ngành,Clinical Methods,CLO3,Viết bệnh án và trình bày bệnh án,PLO4,R
C042,THYHGĐ,Thực hành Y học gia đình ,2,0,2,Tây y,Ngành,Clinical Methods,CLO4,"Giao tiếp tốt với bệnh nhân, gia đình bệnh nhân, đồng nghiệp và cộng sự",PLO1,R
C042,THYHGĐ,Thực hành Y học gia đình ,2,0,2,Tây y,Ngành,Clinical Methods,CLO5,"Thể hiện tính chuyên nghiệp (Tôn trọng, thấu cảm, trung thực) với bệnh nhân, gia đình bệnh nhân, đồng nghiệp và cộng sự",PLO1,R
C043,Nội,Nội YHHĐ,3,3,0,Tây y,Ngành,Clinical Methods,CLO1,Trình bày được tiêu chuẩn chẩn đoán các bệnh lý nội khoa thường gặp,PLO4,R
C043,Nội,Nội YHHĐ,3,3,0,Tây y,Ngành,Clinical Methods,CLO2,Vận dụng các cơ sở lý luận theo YHHĐ để phân tích nguyên nhân và cơ chế bệnh sinh của các bệnh lý nội khoa thường gặp,PLO4,R
C044,TH Nội,Thực hành Nội YHHĐ,2,0,2,Tây y,Ngành,Clinical Methods,CLO1,"Nhận biết những than phiền chính, trường hợp khẩn cấp cần giải quyết trên bệnh nhân nội trú",PLO5,R
C044,TH Nội,Thực hành Nội YHHĐ,2,0,2,Tây y,Ngành,Clinical Methods,CLO2,Khám và nhận biết các dấu hiệu thực thể quan trọng của các bệnh lý nội khoa thường gặp,PLO5,R
C044,TH Nội,Thực hành Nội YHHĐ,2,0,2,Tây y,Ngành,Clinical Methods,CLO3,Chẩn đoán xác định và chẩn đoán phân biệt được các bệnh lý nội khoa thường gặp theo YHHĐ,PLO5,R
C044,TH Nội,Thực hành Nội YHHĐ,2,0,2,Tây y,Ngành,Clinical Methods,CLO4,Có khả năng trình bày bài viết đúng quy định về hình thức và thuật ngữ chuyên ngành,PLO5,R
C044,TH Nội,Thực hành Nội YHHĐ,2,0,2,Tây y,Ngành,Clinical Methods,CLO5,Đề nghị và phân tích kết quả các cận lâm sàng quan trọng trong các bệnh lý nội khoa thường gặp,PLO5,R
C045,Kỹ năng LS,Kỹ năng khám lâm sàng YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO1,"Thực hiện đúng kỹ thuật khám lâm sàng các hệ tim mạch, hô hấp, tiêu hóa, thần kinh, cơ xương khớp và đầu mặt cổ trên người bệnh",PLO5,R
C045,Kỹ năng LS,Kỹ năng khám lâm sàng YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO2,Nhận biết và mô tả được các dấu hiệu lâm sàng bất thường đặc trưng của từng hệ cơ quan thông qua thăm khám,PLO5,R
C046,Nội tiết,Nội tiết YHHĐ,2,1,1,Tây y,Ngành,Clinical Methods,CLO1,"Đưa ra chẩn đoán xác định và chẩn đoán phân biệt một số bệnh nội tiết (đái tháo đường, cường giáp, suy giáp, biến chứng của corticoid)",PLO5,R
C046,Nội tiết,Nội tiết YHHĐ,2,1,1,Tây y,Ngành,Clinical Methods,CLO2,Áp dụng các tiêu chuẩn chẩn đoán hiện hành vào các tình huống lâm sàng cụ thể,PLO5,R
C046,Nội tiết,Nội tiết YHHĐ,2,1,1,Tây y,Ngành,Clinical Methods,CLO3,"Xác định được các nguyên tắc điều trị một số bệnh nội tiết (đái tháo đường, cường giáp, suy giáp, biến chứng của corticoid)",PLO6,R
C047,Ngoại TY,Ngoại YHHĐ,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,"Vận dụng kiến thức khoa học y sinh để giải thích nguyên nhân, yếu tố nguy cơ và cơ chế bệnh sinh của các bệnh lý ngoại khoa thường gặp",PLO4,R
C047,Ngoại TY,Ngoại YHHĐ,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,Trình bày được các cận lâm sàng cần thiết và cách tiếp cận chẩn đoán các bệnh ngoại khoa thường gặp,PLO5,I
C047,Ngoại TY,Ngoại YHHĐ,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,"Trình bày được nguyên tắc xử trí, chuyển viện các bệnh ngoại khoa thường gặp",PLO7,I
C048,TH Ngoại TY,Thực hành Ngoại YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO1,"Khai thác được bệnh sử, tiền căn và các yếu tố nguy cơ trên người bệnh mắc bệnh ngoại khoa thường gặp",PLO5,R
C048,TH Ngoại TY,Thực hành Ngoại YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO2,"Thăm khám phát hiện các triệu chứng, dấu hiệu lâm sàng của người bệnh",PLO5,R
C048,TH Ngoại TY,Thực hành Ngoại YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO3,"Biện luận các triệu chứng lâm sàng để đưa ra chẩn đoán sơ bộ, chẩn đoán phân biệt",PLO5,R
C048,TH Ngoại TY,Thực hành Ngoại YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO4,Chỉ định được các cận lâm sàng trên người bệnh mắc bệnh ngoại khoa thường gặp,PLO5,R
C048,TH Ngoại TY,Thực hành Ngoại YHHĐ,1,0,1,Tây y,Ngành,Clinical Methods,CLO5,"Hợp tác tốt với người bệnh, thân nhân, nhân viên y tế, cộng đồng",PLO1,R
C049,Phụ TY,Phụ sản YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,"Trình bày được sinh lý thai kỳ, nguyên tắc quản lý một thai kỳ bình thường",PLO4,I
C049,Phụ TY,Phụ sản YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,Trình bày các nội dung chăm sóc một cuộc chuyển dạ sinh- cấp cứu sản khoa,PLO4,I
C049,Phụ TY,Phụ sản YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,Trình bày được một số trường hợp bất thường trong thai kỳ,PLO5,R
C049,Phụ TY,Phụ sản YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO4,Phân tích được nguyên nhân và cơ chế bệnh sinh của rối loạn kinh nguyệt thường gặp,PLO4,R
C049,Phụ TY,Phụ sản YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO5,Mô tả các cách tiếp cận và tầm soát một số bệnh lý nội khoa lành tinh hoặc ác tính,PLO5,R
C050,TH Phụ TY,Thực hành Phụ sản YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO1,Nhận diện được một thai kì đang là bình thường hay không còn bình thường bằng cách đọc thông tin từ sổ khám thai,PLO5,R
C050,TH Phụ TY,Thực hành Phụ sản YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO2,Tường thuật đầy đủ các sự kiện xảy ra trong một cuộc chuyển dạ dựa trên quan sát thực địa,PLO5,R
C050,TH Phụ TY,Thực hành Phụ sản YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO3,"Trình bày được các kỹ năng chăm sóc thiết yếu cho sản phụ và sơ sinh ở các ngày đầu hậu sản, bao gồm hướng dẫn nuôi con bằng sữa mẹ",PLO8,R
C050,TH Phụ TY,Thực hành Phụ sản YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO4,Tường thuật lại một buổi tư vấn về chọn lựa biện pháp tránh thai / xử lí vấn đề liên quan đến tránh thai dựa trên quan sát thực địa,PLO8,R
C051,Nhi TY,Nhi khoa YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,Vận dụng kiến thức khoa học y sinh để giải thích nguyên nhân và cơ chế bệnh sinh của các bệnh lý nhi khoa thường gặp,PLO4,R
C051,Nhi TY,Nhi khoa YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,Trình bày được triệu chứng cần thiết để chẩn đoán bệnh theo YHHĐ,PLO5,R
C051,Nhi TY,Nhi khoa YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,"Liệt kê được các nguyên tắc vệ sinh, phòng bệnh nhi theo YHHĐ",PLO8,R
C051,Nhi TY,Nhi khoa YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO4,Phân tích được điều trị bệnh học Nhi theo lý luận YHHĐ.,PLO6,R
C052,TH Nhi TY,Thực hành Nhi khoa YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO1,"Chẩn đoán các bệnh Nhi, và trình bày được lý luận trong chẩn đoán theo YHHĐ các bệnh Nhi ",PLO5,R
C052,TH Nhi TY,Thực hành Nhi khoa YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO2,Thực hiện được phương pháp điều trị YHHĐ các nhóm bệnh Nhi,PLO7,R
C052,TH Nhi TY,Thực hành Nhi khoa YHHĐ  ,2,0,2,Tây y,Ngành,Clinical Methods,CLO3,Phân tích được cách vệ sinh phòng bệnh Nhi ,PLO8,R
C053,Tâm thần,Tâm thần,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,Vận dụng được cơ sở lý luận YHHĐ để Phân tích nguyên nhân và cơ chế bệnh sinh các bệnh lý tâm thần kinh thường gặp,PLO5,R
C053,Tâm thần,Tâm thần,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,Trình bày được phương pháp sàng lọc và chẩn đoán trong tâm thần kinh và áp dụng được  tiêu chuẩn chẩn đoán (ICD và DSM) trong chẩn đoán các bệnh tâm thần kinh thường gặp,PLO5,R
C053,Tâm thần,Tâm thần,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,Phân tích được nguyên tắc điều trị các bệnh tâm thần kinh thường gặp,PLO6,R
C054,Lao,Lao,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,Chẩn đoán xác định được các thể bệnh lao thường gặp dựa vào lâm sàng và cận lâm sàng,PLO5,R
C054,Lao,Lao,1,1,0,Tây y,Ngành,Clinical Methods,CLO2,"Chọn lựa đúng phác đồ điều trị lao theo Bộ Y tế Việt Nam và cách xử trí các phản ứng phụ thường gặp của thuốc kháng lao (Tăng men gan, phản ứng dị ứng da)",PLO6,R
C054,Lao,Lao,1,1,0,Tây y,Ngành,Clinical Methods,CLO3,Phân tích được hình ảnh X-quang và/hoặc CT ngực trong bệnh lao phổi,PLO5,R
C054,Lao,Lao,1,1,0,Tây y,Ngành,Clinical Methods,CLO4,"Giải thích được giá trị chẩn đoán của các xét nghiệm nhuộm soi AFB, cấy MGIT, Xpert MTB/RIF hoặc LPA và giải phẫu bệnh trong bệnh lao",PLO5,R
C055,Da liễu,Da liễu YHHĐ ,1,1,0,Tây y,Ngành,Clinical Methods,CLO1,Phân tích được các triệu chứng lâm sàng và cận lâm sàng một số bệnh lý da liễu thường gặp,PLO5,R
