id,label,fullname,tong,lt,th,khoi,group,type,clo,content,plo,level
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO2,"Thực hiện được kỹ thuật của các động tác dưỡng sinh phù hợp với các 
bệnh lý thường gặp",PLO7,M
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO3,Chỉ định được các động tác dưỡng sinh phù hợp với các bệnh lý thường gặp,PLO6,M
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO4,Hướng dẫn được các động tác dưỡng sinh trong giảm đau và một số bệnh lý thường gặp,PLO7,M
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO1,"Giải thích được cơ chế tác dụng và vai trò của xoa bóp bấm huyệt, đánh gió, giác hơi theo YHCT, theo YHHĐ",PLO6,R
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO2,Phân tích được phạm vi ứng dụng và chống chỉ định của xoa bóp bấm huyệt,PLO7,R
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO3,"Ứng dụng được kiến thức về các kỹ thuật tác động da, cơ, huyệt, khớp để phân tích các phương pháp xoa bóp 7 vùng cơ thể, phương pháp đánh gió và giác hơi",PLO7,R
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO1,"Giải thích được chỉ định các phương pháp xoa bóp bấm huyệt, đánh gió, giác hơi cụ thể phù hợp với các bệnh lý thường gặp",PLO6,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO2,Nhận biết được nguy cơ xảy ra tác dụng không mong muốn và thực hiện được quy trình xử trí trên lâm sàng  ,PLO7,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO3,"Thực hiện được kỹ thuật tác động lên da, cơ, huyệt, khớp; phương pháp xoa bóp bấm huyệt 7 vùng cơ thể; phương pháp đánh gió và giác hơi",PLO7,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO4,"Lựa chọn và thực hiện được các kỹ thuật XBBH, đánh gió, giác hơi trong quản lý đau trên lâm sàng ",PLO7,M
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích được đặc điểm dược động học của thuốc,PLO6,R
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được cơ chế của các tương tác thuốc thường gặp theo YHCT và YHHĐ,PLO6,R
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,Ứng dụng được hiệu chỉnh liều dùng trên đối tượng đặc biệt,PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng thu thập thông tin về dược lâm sàng đảm bảo tính khoa học và tin cậy,PLO3,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được nguyên nhân và hướng xử trí các tương tác trong các tình huống cụ thể,PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO3,"Vận dụng được thông tin thuốc và nguyên tắc kê đơn thuốc để đánh giá tính an toàn, hợp lý của đơn thuốc ngoại trú",PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO4,Ứng dụng được nguyên tắc sử dụng kháng sinh và các thuốc hoá dược vào tình huống cụ thể ,PLO6,R
C100,PT 1,Phương tễ I,2,2,0,Đông y,Ngành,Clinical Methods,CLO1,"Trình bày được nguyên tắc cấu tạo cơ bản của 1 bài thuốc YHCT, các hình thức, cách sử dụng các dạng phương tễ thường dùng",PLO6,R
C100,PT 1,Phương tễ I,2,2,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được nguyên tắc cấu tạo, thành phần, cơ chế, công dụng, chỉ định, chống chỉ định của các bài thuốc YHCT",PLO6,R
C101,PT 2,Phương tễ II ,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,"Trình bày được nguyên tắc cấu tạo cơ bản của 1 bài thuốc nam, các hình thức, cách sử dụng các bài thuốc nam thường dùng",PLO6,R
C101,PT 2,Phương tễ II ,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được nguyên tắc cấu tạo, thành phần, cơ chế, công dụng, chỉ định, chống chỉ định của các bài thuốc Nam thường gặp",PLO6,R
C102,TH PT,Thực hành Phương tễ ,1,0,1,Đông y,Ngành,Clinical Methods,CLO1,"Phân tích được tính vị quy kinh, sự phối ngũ của các vị thuốc YHCT, cấu trúc cơ bản bài thuốc cổ phương đáp ứng pháp trị của case lâm sàng cụ thể",PLO6,R
C102,TH PT,Thực hành Phương tễ ,1,0,1,Đông y,Ngành,Clinical Methods,CLO2,"Xây dựng được phương thuốc phù hợp từ các bài thuốc cổ phương trong điều trị một số bệnh, hội chứng bệnh thường gặp",PLO6,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Tim mạch-Hô hấp thường gặp theo YHCT và YHHĐ,PLO5,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Tim mạch-Hô hấp thường gặp,PLO5,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý tim mạch, hô hấp thường gặp",PLO6,R
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Tim mạch-Hô hấp,PLO7,M
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Tim mạch-hô hấp thường gặp,PLO5,M
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý tim mạch, hô hấp thường gặp",PLO6,M
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Thần kinh thường gặp ,PLO5,R
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Thần kinh thường gặp theo YHCT và YHHĐ,PLO5,R
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp",PLO6,R
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Thần kinh,PLO7,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Thần kinh thường gặp,PLO5,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp",PLO6,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp,PLO6,M
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Cơ xương khớp thường gặp theo YHCT và YHHĐ,PLO5,R
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh lý thuộc hệ thống Cơ xương khớp thường gặp,PLO5,R
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Cơ xương khớp thường gặp",PLO6,R
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Cơ xương khớp thường gặp,PLO5,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,"Xây dựng được kế hoạch điều trị và dự phòng theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý cơ xương khớp thường gặp",PLO6,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ,PLO6,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Cơ xương khớp,PLO7,M
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Thận - Nội tiết - Huyết học thường gặp theo YHCT và YHHĐ,PLO5,R
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Thận - Nội tiết-Huyết học thường gặp,PLO5,R
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị  theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thận-Nội tiết-Huyết học thường gặp",PLO6,R
C110,TH NTHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Thận-Nội tiết-Huyết học,PLO7,M
C110,TH NTHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Thận-Nội tiết-Huyết học thường gặp,PLO5,M
C110,TH NTHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị  theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thận-Nội tiết-Huyết học thường gặp",PLO6,M
C110,TH NTHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ,PLO6,M
C111,THGM,Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Tiêu hóa-Gan mật thường gặp theo YHCT và YHHĐ,PLO5,R
C111,THGM,Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Tiêu hóa - Gan mật thường gặp,PLO5,R
C111,THGM,Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị  theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Tiêu hóa-Gan mật thường gặp",PLO6,R
C112,TH THGM,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Tiêu hóa-Gan mật thường gặp,PLO5,M
C112,TH THGM,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Tiêu hóa - Gan mật,PLO7,M
C112,TH THGM,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị  theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Tiêu hóa-Gan mật thường gặp",PLO6,M
C112,TH THGM,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tiêu hóa- Gan Mật,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ,PLO6,M
C113,Khởi nghiệp,Tư duy khởi nghiệp và đổi mới sáng tạo ,1,0,1,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO1,Đề xuất được giải pháp khắc phục một số vấn đề trong thực hành nghề nghiệp,PLO2,M
C113,Khởi nghiệp,Tư duy khởi nghiệp và đổi mới sáng tạo ,1,0,1,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO2,Ứng dụng tiến bộ khoa học - công nghệ phục vụ cho dự án khởi nghiệp,PLO2,M
C113,Khởi nghiệp,Tư duy khởi nghiệp và đổi mới sáng tạo ,1,0,1,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO3,Lập được kế hoạch giải quyết các vấn đề sức khỏe ưu tiên thực hiện phát triển y học cổ truyền kết hợp y học hiện đại thông qua ý tưởng dự án khởi nghiệp,PLO8,R
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO1,"Sử dụng ngôn ngữ nói, viết, thuật ngữ y học hiện đại và y học cổ truyền thích hợp và hiệu quả",PLO1,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO2,Xây dựng được mục tiêu dự án dựa vào nhu cầu thực tế công việc và ngành nghề,PLO2,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO3,Đánh giá các nguồn thông tin thuộc lĩnh vực nghiên cứu một cách hệ thống và có cơ sở khoa học,PLO3,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO4,"Viết được một dự án nghiên cứu đảm bảo tính khoa học và đạo đức, thuộc lĩnh vực y dược cổ truyền; y dược cổ truyền kết hợp y dược hiện đại; phát triển giáo dục y khoa",PLO4,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO5,Thể hiện được khả năng tự học trong phát triển nghề nghiệp liên tục thông qua viết tổng quan nghiên cứu về vấn đề chuyên ngành,PLO5,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO6,Có khả năng truyền đạt thông tin và khả năng thuyết phục,PLO6,M
C114,Dự án,Dự án nghiên cứu y dược học cổ truyền,4,1,3,Kết hợp,Định hướng chuyên ngành,Clinical Methods,CLO7,"Lập được kế hoạch cho công việc cụ thể đảm bảo tính khoa học, khả thi dựa trên mục tiêu",PLO7,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO1,"Có kiến thức cơ bản về luật Khám bệnh, chữa bệnh và các văn bản qui phạm pháp luật khác liên quan đến hành nghề Y học cổ truyền",PLO1,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO2,"Hiểu nguyên tắc, mô hình, hệ thống tổ chức, chức năng, nhiệm vụ mạng lưới y tế Việt Nam, mối quan hệ giữa ngành y tế với các ngành liên quan",PLO8,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO3,Trình bày được quy trình lập kế hoạch chung của đơn vị,PLO8,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO4,Giải thích được về các nội dung cơ bản về chứng nhận tử vong theo các quy định pháp luật,PLO1,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO5,"Trình bày được các quy định về an toàn lao động, phòng ngừa, cách ly, kiểm soát nhiễm khuẩn  ",PLO1,M
C115,QLYT,Quản lý y tế,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO6,Vận dụng các nguyên tắc tổ chức và có khả năng xác định được các vấn đề về nhân lực theo vị trí việc làm tại nơi làm việc,PLO2,M
C116,SKCĐ, Truyền thông sức khỏe cộng đồng,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO1,"Giải thích vai trò các phương pháp, phương tiện của truyền thông giáo dục và nâng cao sức khỏe",PLO8,M
C116,SKCĐ, Truyền thông sức khỏe cộng đồng,1,1,0,Kết hợp,Định hướng chuyên ngành,Health Promotion,CLO2,"Trình bày được kiến thức cơ bản về dân số, sức khỏe sinh sản; mối liên quan giữa dân số - sức khỏe sinh sản và phát triển xã hội",PLO8,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO1,"Biện chứng luận trị thông tin thu thập theo bát cương, tạng phủ, khí huyết tân dịch, kinh lạc, nguyên nhân gây bệnh",PLO5,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO2,Đánh giá thông tin lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong các bệnh lý thường gặp,PLO5,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO3,"Đề xuất được kế hoạch điều trị bằng y học cổ truyền trên nguyên tắc lý - pháp - phương - dược và lý - pháp - phương - huyệt dựa trên chẩn đoán, mục tiêu điều trị, hội chứng bệnh thường gặp",PLO6,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO4,Xác định được các vấn đề sức khỏe ưu tiên nhằm đánh giá và lập kế hoạch chăm sóc toàn diện phù hợp với người bệnh bằng phương pháp y học cổ truyền kết hợp y học hiện đại,PLO6,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO5,"Ứng dụng được các nguyên tắc cơ bản của châm cứu về kinh lạc, huyệt vị và xây dựng công thức huyệt theo nguyên tắc lý - pháp – phương - huyệt kết hợp với nguyên lý của y học hiện đại các bệnh lý thường gặp trên lâm sàng",PLO7,M
C117,LS tổng hợp,Lâm sàng tổng hợp,4,0,4,Kết hợp,Tốt nghiệp,Internship,CLO6,"Ứng dụng kiến thức về phương pháp dưỡng sinh, xoa bóp, bấm huyệt và các phương pháp không dùng thuốc khác các bệnh lý thường gặp trên lâm sàng",PLO7,M
C118,NTC1,HP ngành tự chọn 1,1,1,0,Kết hợp,Ngành,Clinical Methods,,,,
C119,NTC2,HP ngành tự chọn 2,1,1,0,Kết hợp,Ngành,Clinical Methods,,,,
C120,NTC3,HP ngành tự chọn 3,1,1,0,Kết hợp,Ngành,Clinical Methods,,,,
C121,NTC4,HP ngành tự chọn 4,1,0,1,Kết hợp,Ngành,Clinical Methods,,,,
C122,NTC5,HP ngành tự chọn 5,1,0,1,Kết hợp,Ngành,Clinical Methods,,,,
C125,NTC6,HP ngành tự chọn 6,1,0,1,Kết hợp,Ngành,Clinical Methods,,,,
C132,ĐHTC1,HP định hướng tự chọn 1,1,0,1,Kết hợp,Định hướng chuyên ngành,Clinical Methods,,,,
C133,ĐHTC2,HP định hướng tự chọn 2,1,0,1,Kết hợp,Định hướng chuyên ngành,Clinical Methods,,,,
C134,ĐHTC3,HP định hướng tự chọn 3,1,0,1,Kết hợp,Định hướng chuyên ngành,Clinical Methods,,,,
C135,ĐHTC4,HP định hướng tự chọn 4,1,0,1,Kết hợp,Định hướng chuyên ngành,Clinical Methods,,,,
